"What is a Vaccine?

A vaccine helps the body protect itself against a disease.

It is used to prevent illness.

It is not a cure.

It will not help a person who has a disease recover or reduce their symptoms.

It will greatly reduce the chance a person will get sick if they are exposed to the disease.

A vaccines work in 3 ways.
It keeps you from catching COVID-19
It keeps you from getting very sick of dying from COVID-19 if you contract it.
And it keeps you from passing COVID-19 to others.","ကာကွယ်ဆေးဆိုတာဘာလဲ။

ကာကွယ်ဆေးဆိုသည်မှာ ခန္ဓာကိုယ်ကို ရောဂါမဖြစ်ရန် ကာကွယ်ပေးသည့်အရာဖြစ်သည်။

ဖျားနာခြင်းမဖြစ်စေရန် အသုံးပြုလေ့ရှိသည်။

ကုသမှုတစ်ခု မဟုတ်ပါ။

၎င်းသည် ရောဂါတစ်ခုရှိထားသည့်လူကို ပြန်ပြီးကောင်းလာစေရန် သို့မဟုတ် ရောဂါလက္ခဏာများလျော့ကျသွားစေရန် အထောက်အကူမဖြစ်ပါ။

၎င်းသည် လူတစ်ယောက် ရောဂါဖြစ်သည့်အခါ နေမကောင်းဖြစ်နိုင်ခြေကို အတော်လေးလျှော့ချပေးသွားမှာ ဖြစ်ပါသည်။

ကာကွယ်ဆေးတစ်ခုသည် 3 နည်းဖြင့် အလုပ်လုပ်သည်။
၎င်းသည် သင့်ကို COVID-19 မကူးစက်စေရန် တားဆီးပေးသည်။
အကယ်၍ သင်သည် COVID-19 ကူးစက်ခံရလျှင် ၎င်းကြောင့်သေလုမျောပါးအခြေအနေထိ နေမကောင်းခြင်းမဖြစ်ရန် တားဆီးပေးသည်။
ထို့အပြင် အခြားသူများသို့ COVID-19 ကူးစက်ခြင်းမရှိစေရန် တားဆီးပေးသည်။"
"What is an mRNA Vaccine?

Messenger RNA or ""mRNA"" vaccines are a new type of vaccine.

Older vaccines put a weakened or inactive germ into our bodies.

mRNA vaccines teach our bodies how to fight those germs without injecting the actual germ.","mRNA ကာကွယ်ဆေးဆိုတာ ဘာလဲ။

မက်ဆင်ဂျာ RNA သို့မဟုတ် ""mRNA"" ကာကွယ်ဆေးများသည် ကာကွယ်ဆေးအသစ်တစ်မျိုးဖြစ်သည်။

ယခင်ကာကွယ်ဆေးဟောင်းများသည် ကျွန်ုပ်တို့ခန္ဓာကိုယ်တွင်းသို့ အားပျော့သည့် သို့မဟုတ် လှုပ်ရှားမှုနည်းသည့် ရောဂါပိုးမွှားကို ထည့်ပေးခြင်းဖြစ်သည်။

mRNA ကာကွယ်ဆေးများသည် တကယ့်ရောဂါပိုးမွှားကို ထိုးသွင်းစရာမလိုဘဲ အဆိုပါရောဂါပိုးမွှားများကို ကျွန်ုပ်တို့ခန္ဓာကိုယ်က တိုက်ခိုက်နည်းသိရန် သင်ပေးခြင်းဖြစ်သည်။"
"How safe are mRNA vaccines?

mRNA vaccines are as safe as all other types of vaccines in the United States.

Medical experts have been studying and working with mRNA for decades.

They like mRNA vaccines because they can be developed in a laboratory using readily available materials. This means the process can be faster than traditional methods of making vaccines.

mRNA vaccines have been studied before for flu, Zika, and rabies. Cancer research has used mRNA to trigger the immune system to target specific cancer cells.

As soon as the necessary information about the virus that causes COVID-19 was available, medical researchers began designing the mRNA instructions for cells to build the unique spike protein into an mRNA vaccine.","mRNA ကာကွယ်ဆေးများသည် မည်မျှဘေးကင်းစိတ်ချရသနည်း။

mRNA ကာကွယ်ဆေးများသည် အမေရိကန်ပြည်ထောင်စုအတွင်းရှိ အခြားသောကာကွယ်ဆေးများအားလုံးကဲ့သို့ပင် ဘေးကင်းစိတ်ချရပါသည်။

ဆေးပညာဆိုင်ရာကျွမ်းကျင်သူများသည် mRNA နှင့်ပတ်သက်ပြီး လေ့လာဆောင်ရွက်နေသည်မှာ ဆယ်စုနှစ်များစွာ ရှိပြီဖြစ်ပါသည်။

အဆိုပါပညာရှင်များသည် အသင့်ရရှိနိုင်သည့် ဆေးပစ္စည်းများကိုအသုံးပြု၍ ဓာတ်ခွဲခန်းတွင် ဤဆေးကို ထုတ်နိုင်သောကြောင့် mRNA ကို သဘောကျနှစ်သက်ကြပါသည်။ အဓိပ္ပာယ်မှာ ၎င်းလုပ်ငန်းစဥ်သည် ကာကွယ်ဆေးများထုတ်လုပ်သည့် သမားရိုးကျနည်းလမ်းများထက် ပိုပြီးမြန်ဆန်နိုင်ပါသည်။

mRNA ကာကွယ်ဆေးများသည် တုပ်ကွေး၊ ဇီကာနှင့် ခွေးရူးပြန်ရောဂါအတွက် ဟိုအရင်တည်းက လေ့လာဖူးသည့် ဆေးတစ်မျိုးဖြစ်ပါသည်။ ကင်ဆာသုတေသနတွင် သတ်မှတ်ထားသည့် သီးသန့်ကင်ဆာဆဲလ်များသို့ ခုခံအားစနစ်များအစပျိုးနိုင်ရန် mRNA ကို အသုံးပြုပါသည်။

COVID-19 ကိုဖြစ်စေသည့် ဗိုင်းရပ်စ်အကြောင်းနှင့်ပတ်သက်ပြီး သတင်းအချက်အလက်များရရှိသည်နှင့်တစ်ပြိုင်နက် ဆေးဘက်ဆိုင်ရာသုတေသီများသည် mRNA ကာကွယ်ဆေးထဲသို့ ထူးခြားသည့် စပိုက်ပရိုတင်းတစ်ခု တည်ဆောက်ရန် ဆဲလ်များအတွက် mRNA ညွှန်ကြားချက်များကို စတင်တီထွင်ခဲ့ကြသည်။"
"How safe is the Johnson & Johnson Vaccine?

It is very safe for most people. Very rare side effects have been reported. People who have received the Johnson & Johnson vaccine who develop severe headache, abdominal pain, leg pain, or shortness of breath within three weeks after vaccination should contact their health care provider. If you received Johnson & Johnson vaccine more than 3 weeks ago, there's no need for ongoing concern.","Johnson & Johnson ကာကွယ်ဆေးက မည်မျှဘေးကင်းစိတ်ချရသနည်း။

လူအများစုအတွက် အလွန်ကိုဘေးကင်းစိတ်ချရပါသည်။ ဘေးထွက်ဆိုးကျိုးများအကြောင်း မကြားမိသလောက်ပင်ဖြစ်ပါသည်။ Johnson & Johnson ကာကွယ်ဆေးထိုးထားသည့်လူများသည် ကာကွယ်ဆေးထိုးပြီး သုံးပတ်အတွင်း ပြင်းထန်စွာခေါင်းကိုက်ခြင်း၊ ဗိုက်နာခြင်း၊ ခြေထောက်နာခြင်း သို့မဟုတ် အသက်ရှူမဝခြင်းတို့ဖြစ်လာလျှင် ၎င်းတို့၏ကျန်းမာရေးပြုစုစောင့်ရှောက်သူကို ဆက်သွယ်သင့်ပါသည်။ Johnson & Johnson ကာကွယ်ဆေးကို သင်ထိုးထားသည်မှာ 3 ပတ်ကျော်ခန့်ကဖြစ်လျှင် ဆက်ပြီးစိုးရိမ်ပူပန်စရာ မလိုအပ်တော့ပါ။"
"Can I get COVID-19 from the vaccine?

No. Vaccines do not use the live virus that causes COVID-19.

They cannot give you COVID-19.","၎င်းကာကွယ်ဆေးကတစ်ဆင့် COVID-19 ကူးစက်ခံရနိုင်လား။

မခံရပါ။ ကာကွယ်ဆေးများသည် COVID-19 ဖြစ်စေနိုင်သည့် သက်ရှိဗိုင်းရပ်စ်ကို အသုံးမပြုပါ။

၎င်းတို့သည် သင့်ကို COVID-19 မဖြစ်စေနိုင်ပါ။"
"Can vaccines affect my DNA?

Vaccines never enter the center of the cell, which is where our DNA is kept.

Our bodies get rid of mRNA soon after they are finished ""reading"" it.

mRNA does not affect our DNA in any way.","ကာကွယ်ဆေးများသည် ကျွန်ုပ်၏ DNA ကို ထိခိုက်စေနိုင်သလား။

ကာကွယ်ဆေးများသည် ကျွန်ုပ်တို့ DNA ရှိသည့် ဆဲလ်၏ဗဟိုသို့ မည်သည့်အခါမှမဝင်နိုင်ပါ။

ကျွန်ုပ်တို့ခန္ဓာကိုယ်သည် mRNA ကို ""ဖတ်ရှူလေ့လာ"" ပြီးသည်နှင့်တစ်ပြိုင်နက် တိုက်ထုတ်ပစ်လိုက်ပါသည်။

mRNA သည် မည်သည့်နည်းနှင့်မျှ ကျွန်ုပ်တို့၏ DNA ကို မထိခိုက်နိုင်ပါ။"
"How effective are COVID-19 vaccines?

The approved vaccines are very effective at reducing infection, reducing severity of illness and death and transmission of COVID-19.

No vaccine is 100% effective. Along with masks, avoiding crowds and close contact with people outside our households, vaccines are an important tool that will help us end the pandemic.","COVID-19 ကာကွယ်ဆေးများသည် မည်မျှထိရောက်သနည်း။

အတည်ပြုချက်ရထားပြီး ကာကွယ်ဆေးများသည် ကူးစက်မှုကိုလျှော့ချရာတွင်၊ အပြင်းအထန်ဖျားနာမှုကို လျှော့ချရာတွင်နှင့် သေဆုံးခြင်းနှင့် COVID-19 ကူးစက်မှုနှုန်းလျှော့ချရာတွင်း အလွန်ကို ထိရောက်မှုရှိပါသည်။

မည်သည့် ကာကွယ်ဆေးမှ 100% ထိရောက်မှုမရှိပါ။ နှာခေါင်းစည်းများတပ်ဆင်ခြင်း၊ လူထူထပ်သည့်နေရာများကို ရှောင်ခြင်းနှင့် ကျွန်ုပ်တို့အိမ်ပြင်ပတွင် လူများနှင့်အနီးကပ်ထိတွေ့ခြင်းများကို ရှောင်ခြင်းတို့ကဲ့သို့ပင် ကာကွယ်ဆေးများသည် ဤကပ်ရောဂါဘေး အဆုံးသတ်နိုင်ရန်အတွက် အရေးကြီးသည့် အထောက်အကူတစ်ရပ်ဖြစ်ပါသည်။"
"What are the side effects?

Some people who are vaccinated experience side effects. Common side effects include:

Sore arm
Fever
Body Aches
Headaches
Fatigue
and others

For most people these side effects are mild enough that they do not interfere with their normal activities. More severe reactions are uncommon. Side effects usually go away within one to three days.","ဘေးထွက်ဆိုးကျိုးတွေက ဘာတွေလဲ။

ကာကွယ်ဆေးထိုးထားသည့် လူတချို့သည် ဘေးထွက်ဆိုးကျိုးများ ခံစားရပါသည်။ ဖြစ်နေကျ ဘေးထွက်ဆိုးကျိုးများမှာ-

လက်မောင်းရောင်ရမ်းခြင်း
ဖျားနာခြင်း
ခန္ဓာကိုယ်ကိုက်ခဲခြင်း
ခေါင်းကိုက်ခြင်း
ပင်ပန်းနွမ်းနယ်ခြင်း
နှင့် အခြားခံစားမှုများ

လူအများစုအတွက် အဆိုပါဘေးထွက်ဆိုးကျိုးများသည် ၎င်းတို့၏နေ့စဥ်လုပ်ဆောင်ချက်များကို အဟန့်အတားဖြစ်ရလောက်အောင်ထိ မပြင်းထန်ပါ။ ပိုမိုပြင်းထန်သည့်တုံ့ပြန်မှုများသည် ရှားပါးပါသည်။ ဘေးထွက်ဆိုးကျိုးများသည် ပုံမှန်အားဖြင့် တစ်ရက်မှ သုံးရက်အတွင်း ပျောက်သွားတတ်ပါသည်။"
"How long does vaccine immunity last?

COVID-19 is a new disease. We don’t know how long natural immunity lasts. Some evidence suggests it may not last very long.

We won’t know how long vaccine immunity lasts until the vaccines have been in use longer.

Both natural immunity and vaccine-induced immunity are being studied closely by medical experts.","ကာကွယ်ဆေး၏ခုခံမှုသည် မည်မျှအထိကြာရှည်ခံသနည်း။

COVID-19 သည် ရောဂါအသစ်ဖြစ်ပါသည်။ သဘာဝခုခံမှုသည် မည်မျှအထိကြာရှည်ခံလဲဆိုတာကို ကျွန်ုပ်တို့မသိသေးပါ။ တချို့အထောက်အထားများအရ ၎င်းသည် သိပ်ပြီးကြာရှည်မခံဟု သိရပါသည်။

၎င်းကာကွယ်ဆေးများကို အချိန်အတော်ကြာကြာအသုံးမပြုရမချင်း ကာကွယ်ဆေးခုခံမှုသည် မည်မျှအထိကြာရှည်မလဲဆိုတာကို မသိနိုင်ပါ။

သဘာဝခုခံမှုစွမ်းအားနှင့် ကာကွယ်ဆေးကြောင့်ရသည့် ခုခံမှုစွမ်းအားများကို ဆေးပညာဆိုင်ရကျွမ်းကျင်သူများက အနီးကပ်လေ့လာနေကြပါသည်။"
"Is the COVID-19 vaccine safe for pregnant or breastfeeding women?

COVID-19 can make pregnant women and their fetuses very sick.

The vaccines have not been studied in pregnant or breastfeeding women and their infants, but mRNA vaccines are not thought to pose a risk to these groups.

If you are pregnant or breastfeeding you should talk to your healthcare provider about whether or not you should get a COVID-19 vaccine.","ကိုယ်ဝန်ဆောင်များ သို့မဟုတ် နို့တိုက်မိခင်များအတွက် COVID-19 ကာကွယ်ဆေးက ဘေးကင်းစိတ်ချရပါသလား။

COVID-19 သည် ကိုယ်ဝန်ဆောင်မိခင်များနှင့် ၎င်း၏သန္ဓေသားများကို အလွန်အမင်းဖျားနာစေနိုင်ပါသည်။

၎င်းကာကွယ်ဆေးများကို ကိုယ်ဝန်ဆောင် သို့မဟုတ် နို့တိုက်မိခင်များတွင် လေ့လာထားခြင်းမရှိသေးသော်လည်း mRNA ကာကွယ်ဆေးများသည် အဆိုပါအုပ်စုများအတွက် ဘေးအန္တရာယ်တစ်ခု မဖြစ်စေနိုင်ပါ။

အကယ်၍ သင်သည် ကိုယ်ဝန်ဆောင်ခြင်း သို့မဟုတ် နို့တိုက်နေခြင်းဖြစ်လျှင် သင့်အနေဖြင့် COVID-19 ကာကွယ်ဆေးကို ထိုးသင့် မထိုးသင့်ကို သင့်ကျန်းမာရေးပြုစုစောင့်ရှောက်သူနှင့် တိုင်ပင်သင့်သည်။"
